domain,ip,http_status,http_title,whois_info,source_file
webmail.rhic.bnl.gov,198.125.209.12,200,Roundcube Webmail :: Welcome to Roundcube Webmail,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
mobileiron.bnl.gov,130.199.4.46,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
vdi3-ext.nsls2.bnl.gov,192.203.218.36,200,Omnissa Horizon,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cvmfs-cache3.sdcc.bnl.gov,192.12.15.245,,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wad-159188.c-ad.bnl.gov,130.199.106.56,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
eduradius1.bnl.gov,130.199.154.15,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.sdcc.bnl.gov,198.125.209.12,200,Welcome to the Scientific Data and Computing Center | Scientific Data and Computing Center,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
arpmon.sci-dmz.s161.bnl.gov,192.153.161.11,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcblsrm03.sdcc.bnl.gov,192.33.128.65,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
onldb2.starp.bnl.gov,130.199.60.89,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcint-frontend002.sdcc.bnl.gov,192.12.15.21,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
stargw-admin2.starp.bnl.gov,130.199.60.234,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
rev-cache1.bnl.gov,130.199.3.2,503,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cvmfs-stratum-zero.sdcc.bnl.gov,192.12.15.61,,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
comanage.sdcc.bnl.gov,75.2.49.220,200,Home,"CIDR:           75.2.128.0/18, 75.2.0.0/17; NetName:        AMAZO-4; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
comanage.sdcc.bnl.gov,99.83.186.75,200,Home,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bnlbox07.sdcc.bnl.gov,198.125.208.42,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
surveys.external.bnl.gov,130.199.3.23,200,NoviSurvey,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh3-ext.nsls2.bnl.gov,192.203.218.42,,,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
lad-156269.c-ad.bnl.gov,130.199.106.51,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www0.bnl.gov,13.219.6.124,503,,"CIDR:           13.224.0.0/12, 13.208.0.0/12, 13.200.0.0/13; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z); CIDR:           13.216.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www0.bnl.gov,54.86.210.79,503,,CIDR:           54.64.0.0/11; NetName:        AMAZON-2011L; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www0.bnl.gov,54.160.71.8,503,,"CIDR:           54.144.0.0/12, 54.216.0.0/14, 54.192.0.0/12, 54.160.0.0/11, 54.208.0.0/13, 54.220.0.0/15; NetName:        AMAZON; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www0.bnl.gov,23.22.144.44,503,,"CIDR:           23.20.0.0/14; NetName:        AMAZON-EC2-USEAST-10; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           23.20.0.0/14; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www0.bnl.gov,34.236.206.116,503,,CIDR:           34.192.0.0/10; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www0.bnl.gov,98.83.235.92,503,,"CIDR:           98.80.0.0/12; NetName:        AMAZO-4; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           98.80.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
globus5-ext.nsls2.bnl.gov,192.203.218.80,,,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcint-door002.sdcc.bnl.gov,192.12.15.17,401,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.nndc.bnl.gov,130.199.3.23,200,NNDC | National Nuclear Data Center,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
scisrvdtn2.sdcc.bnl.gov,198.125.208.81,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
acode-browser1.usatlas.bnl.gov,198.125.209.12,200,IMPROVED US ATLAS Nightly Code Browsing Server,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
chat.sdcc.bnl.gov,198.125.209.12,200,Mattermost,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
pandaserver01.sdcc.bnl.gov,192.153.161.10,,,CIDR:           192.153.161.0/24; NetName:        AGSDCSBOOST; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
130-199-251-20.nat.bnl.gov,130.199.251.20,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
c-adweb.c-ad.bnl.gov,130.199.96.196,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www-old.nndc.bnl.gov,130.199.4.76,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
training.bnl.gov,34.236.206.116,200,Main page,CIDR:           34.192.0.0/10; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
training.bnl.gov,98.83.235.92,200,Main page,"CIDR:           98.80.0.0/12; NetName:        AMAZO-4; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           98.80.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
training.bnl.gov,54.160.71.8,200,Main page,"CIDR:           54.192.0.0/12, 54.216.0.0/14, 54.220.0.0/15, 54.160.0.0/11, 54.208.0.0/13, 54.144.0.0/12; NetName:        AMAZON; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
training.bnl.gov,23.22.144.44,200,Main page,"CIDR:           23.20.0.0/14; NetName:        AMAZON-EC2-USEAST-10; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           23.20.0.0/14; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
training.bnl.gov,13.219.6.124,200,Main page,"CIDR:           13.208.0.0/12, 13.200.0.0/13, 13.224.0.0/12; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z); CIDR:           13.216.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
training.bnl.gov,54.86.210.79,200,Main page,CIDR:           54.64.0.0/11; NetName:        AMAZON-2011L; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blruciotracer.sdcc.bnl.gov,192.33.128.30,404,404 Not Found,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blruciotracer.sdcc.bnl.gov,192.33.128.31,404,404 Not Found,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
robinson.star.bnl.gov,130.199.148.90,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
eduradius2.bnl.gov,130.199.154.16,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blcond06.sdcc.bnl.gov,192.33.128.49,200,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cadweb.bnl.gov,54.86.210.79,200,Welcome to nginx!,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cadweb.bnl.gov,34.236.206.116,200,Welcome to nginx!,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cadweb.bnl.gov,13.219.6.124,200,Welcome to nginx!,"CIDR:           13.208.0.0/12, 13.200.0.0/13, 13.224.0.0/12; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z); CIDR:           13.216.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cadweb.bnl.gov,23.22.144.44,200,Welcome to nginx!,"CIDR:           23.20.0.0/14; NetName:        AMAZON-EC2-USEAST-10; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           23.20.0.0/14; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cadweb.bnl.gov,98.83.235.92,200,Welcome to nginx!,"CIDR:           98.80.0.0/12; NetName:        AMAZO-4; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           98.80.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cadweb.bnl.gov,54.160.71.8,200,Welcome to nginx!,"CIDR:           54.208.0.0/13, 54.216.0.0/14, 54.220.0.0/15, 54.160.0.0/11, 54.192.0.0/12, 54.144.0.0/12; NetName:        AMAZON; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
scidmz1.sci-dmz.s210-0.bnl.gov,198.125.210.2,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
balancer-ext.nsls2.bnl.gov,192.203.218.23,200,BNL | NSLS-II | System Status,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
balancer-ext.nsls2.bnl.gov,192.203.218.39,200,BNL | NSLS-II | System Status,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.c-ad.bnl.gov,130.199.96.196,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdndoor02.sdcc.bnl.gov,192.33.128.74,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
idm09.sdcc.bnl.gov,130.199.148.171,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sftp.nsls2.bnl.gov,192.203.218.83,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sftp.nsls2.bnl.gov,192.203.218.82,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sftp.nsls2.bnl.gov,192.203.218.84,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.cosmo.bnl.gov,198.125.209.12,200,Cosmology at BNL | BNL Cosmology & Astrophysics Group,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blrucio09.sdcc.bnl.gov,192.33.128.51,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
stargw5.starp.bnl.gov,130.199.60.76,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
lycastus.phy.bnl.gov,130.199.22.68,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
jf0725-921.t209-64.sdcc.bnl.gov,198.125.209.65,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cgoat.bnl.gov,130.199.4.54,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ftp.px.nsls.bnl.gov,130.199.4.44,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sbc2.bnl.gov,130.199.4.102,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
jf0725-921.t209-0.sdcc.bnl.gov,198.125.209.1,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bnlbox01.sdcc.bnl.gov,198.125.208.44,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wx1.bnl.gov,54.86.210.79,200,Current Observations | Meteorology Services | Environmental Sciences Department | BNL,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wx1.bnl.gov,54.160.71.8,200,Current Observations | Meteorology Services | Environmental Sciences Department | BNL,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wx1.bnl.gov,13.219.6.124,200,Current Observations | Meteorology Services | Environmental Sciences Department | BNL,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wx1.bnl.gov,34.236.206.116,200,Current Observations | Meteorology Services | Environmental Sciences Department | BNL,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wx1.bnl.gov,98.83.235.92,200,Current Observations | Meteorology Services | Environmental Sciences Department | BNL,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wx1.bnl.gov,23.22.144.44,200,Current Observations | Meteorology Services | Environmental Sciences Department | BNL,"CIDR:           23.20.0.0/14; NetName:        AMAZON-EC2-USEAST-10; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           23.20.0.0/14; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
crlogin.em.bnl.gov,130.199.119.42,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
gridgk03.sdcc.bnl.gov,130.199.185.164,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
balancer1-tiled-ext.nsls2.bnl.gov,192.203.218.29,,,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor30.usatlas.bnl.gov,192.12.15.192,401,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.phy.bnl.gov,130.199.22.180,200,BNL Physics Department Web Server,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
pandaos02.sdcc.bnl.gov,192.153.161.42,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ftp.genome.bnl.gov,130.199.4.33,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh.nsls2.bnl.gov,192.203.218.43,,,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh.nsls2.bnl.gov,192.203.218.32,,,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh.nsls2.bnl.gov,192.203.218.31,,,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh.nsls2.bnl.gov,192.203.218.42,,,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcintdoor.sdcc.bnl.gov,192.12.15.71,401,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcintdoor.sdcc.bnl.gov,192.12.15.17,401,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
idm03.sdcc.bnl.gov,130.199.148.151,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcint-head001.sdcc.bnl.gov,192.12.15.54,,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
discoverypark.bnl.gov,54.160.71.8,200,BNL | Discovery Park | A new gateway to Brookhaven National Laboratory,"CIDR:           54.216.0.0/14, 54.208.0.0/13, 54.160.0.0/11, 54.220.0.0/15, 54.144.0.0/12, 54.192.0.0/12; NetName:        AMAZON; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
discoverypark.bnl.gov,34.236.206.116,200,BNL | Discovery Park | A new gateway to Brookhaven National Laboratory,CIDR:           34.192.0.0/10; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
discoverypark.bnl.gov,13.219.6.124,200,BNL | Discovery Park | A new gateway to Brookhaven National Laboratory,"CIDR:           13.200.0.0/13, 13.224.0.0/12, 13.208.0.0/12; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z); CIDR:           13.216.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
discoverypark.bnl.gov,23.22.144.44,200,BNL | Discovery Park | A new gateway to Brookhaven National Laboratory,"CIDR:           23.20.0.0/14; NetName:        AMAZON-EC2-USEAST-10; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           23.20.0.0/14; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
discoverypark.bnl.gov,54.86.210.79,200,BNL | Discovery Park | A new gateway to Brookhaven National Laboratory,CIDR:           54.64.0.0/11; NetName:        AMAZON-2011L; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
discoverypark.bnl.gov,98.83.235.92,200,BNL | Discovery Park | A new gateway to Brookhaven National Laboratory,"CIDR:           98.80.0.0/12; NetName:        AMAZO-4; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           98.80.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bogus.s154.bnl.gov,130.199.154.8,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.cadops2.bnl.gov,130.199.108.70,200,User Identification Portal,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bnlbox02-vrrp.sdcc.bnl.gov,198.125.208.9,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
rev-cache2.bnl.gov,130.199.3.3,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
staffgw00.sdcc.bnl.gov,198.125.209.18,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
smtpgw.bnl.gov,130.199.3.132,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sao-dma-dmz1-2ha.bnl.gov,130.199.4.109,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcint-door001.sdcc.bnl.gov,192.12.15.71,401,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
s2.faster.bnl.gov,130.199.59.82,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
register.bnl.gov,130.199.4.5,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
gateway.phy.bnl.gov,130.199.23.11,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
onldb.starp.bnl.gov,130.199.60.70,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.bnl.gov,98.83.235.92,200,Brookhaven National Laboratory — a passion for discovery,"CIDR:           98.80.0.0/12; NetName:        AMAZO-4; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           98.80.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.bnl.gov,54.86.210.79,200,Brookhaven National Laboratory — a passion for discovery,CIDR:           54.64.0.0/11; NetName:        AMAZON-2011L; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
